tournament_name,tournament_date,round,winner_name,loser_name,score
Melbourne,1991.01.14,Round of 32,Richard Krajicek,Darren Cahill,675-63-63-764
Melbourne,1991.01.14,Round of 32,Jan Siemerink,Mark Koevermans,46-62-64-36-61
Melbourne,1991.01.14,Round of 32,Mark Woodforde,Grant Connell,64-36-75-63
Melbourne,1991.01.14,Round of 32,Jaime Yzaga,Jimmy Arias,36-766-61-63
Melbourne,1991.01.14,Round of 64,Stefan Edberg,Eduardo Masso,61-62-63
Melbourne,1991.01.14,Round of 64,Boris Becker,Marian Vajda,64-61-63
Melbourne,1991.01.14,Round of 64,Ivan Lendl,Scott Davis,763-63-62
Melbourne,1991.01.14,Round of 64,Goran Ivanisevic,Ramesh Krishnan,64-36-46-61-62
Melbourne,1991.01.14,Round of 64,Brad Gilbert,Richard Fromberg,46-64-64-46-60
Melbourne,1991.01.14,Round of 64,Jonas Svensson,Francisco Clavet,62-75-36-61
Melbourne,1991.01.14,Round of 64,Guy Forget,Alexander Mronz,674-64-64-62
Melbourne,1991.01.14,Round of 64,Jay Berger,Todd Witsken,61-63-60
Melbourne,1991.01.14,Round of 64,Aaron Krickstein,Amos Mansdorf,75-36-764-62
Melbourne,1991.01.14,Round of 64,Darren Cahill,Andrei Cherkasov,46-26-63-75-75
Melbourne,1991.01.14,Round of 64,Jim Courier,Gilad Bloom,62-63-62
Melbourne,1991.01.14,Round of 64,Jimmy Arias,Bart Wuyts,63-61-62
Melbourne,1991.01.14,Round of 64,Omar Camporese,Paul Haarhuis,75-75-36-63
Melbourne,1991.01.14,Round of 64,Cristiano Caratti,David Engel,36-62-63-64
Melbourne,1991.01.14,Round of 64,Pat Cash,Christo Van Rensburg,766-64-64
Melbourne,1991.01.14,Round of 64,Grant Connell,Anders Jarryd,61-75-62
Melbourne,1991.01.14,Round of 64,Jacco Eltingh,Jean-Philippe Fleurian,61-36-764-36-61
Melbourne,1991.01.14,Round of 64,Wayne Ferreira,Lars-Anders Wahlgren,62-64-768
Melbourne,1991.01.14,Round of 64,Magnus Gustafsson,Wally Masur,75-36-764-60
Melbourne,1991.01.14,Round of 64,Mark Koevermans,Jason Stoltenberg,63-63-63
Melbourne,1991.01.14,Round of 64,Richard Krajicek,Petr Korda,46-763-63-64
Melbourne,1991.01.14,Round of 64,Patrik Kuhnen,Slava Dosedel,62-64-64
Melbourne,1991.01.14,Round of 64,Glenn Layendecker,Peter Lundgren,36-16-75-63-64
Melbourne,1991.01.14,Round of 64,Patrick McEnroe,Johan Anderson,63-63-57-61
Melbourne,1991.01.14,Round of 64,Jaime Oncins,Nuno Marques,63-60-62
Melbourne,1991.01.14,Round of 64,Goran Prpic,Luiz Mattar,63-61-61
Melbourne,1991.01.14,Round of 64,Jan Siemerink,Carl-Uwe Steeb,62-57-46-64-62
Melbourne,1991.01.14,Round of 64,Michael Stich,Martin Jaite,63-764-762
Melbourne,1991.01.14,Round of 64,Mats Wilander,Christian Saceanu,76-64-36-46-64
Melbourne,1991.01.14,Round of 64,Todd Woodbridge,Christian Bergstrom,61-06-62-764
Melbourne,1991.01.14,Round of 64,Mark Woodforde,Bryan Shelton,763-63-63
Melbourne,1991.01.14,Round of 64,Jaime Yzaga,Michiel Schapers,762-64-62
Melbourne,1991.01.14,Round of 128,Stefan Edberg,Dimitri Poliakov,61-766-62
Melbourne,1991.01.14,Round of 128,Boris Becker,Jeremy Bates,64-62-63
Melbourne,1991.01.14,Round of 128,Ivan Lendl,Tarik Benhabiles,61-61-63
Melbourne,1991.01.14,Round of 128,Goran Ivanisevic,Sergi Bruguera,64-06-61-64
Melbourne,1991.01.14,Round of 128,Mark Woodforde,Emilio Sanchez,06-75-765-62
Melbourne,1991.01.14,Round of 128,Brad Gilbert,David Wheaton,64-46-63-765
Melbourne,1991.01.14,Round of 128,Jonas Svensson,Thierry Champion,63-64-61
Melbourne,1991.01.14,Round of 128,Jimmy Arias,Andrei Chesnokov,60-63-46-26-64
Melbourne,1991.01.14,Round of 128,Guy Forget,Horst Skoff,765-62-64
Melbourne,1991.01.14,Round of 128,Jason Stoltenberg,Jakob Hlasek,06-64-75-64
Melbourne,1991.01.14,Round of 128,Jay Berger,Magnus Larsson,63-64-60
Melbourne,1991.01.14,Round of 128,Aaron Krickstein,Simon Youl,64-64-64
Melbourne,1991.01.14,Round of 128,Andrei Cherkasov,Derrick Rostagno,36-64-61-46-108
Melbourne,1991.01.14,Round of 128,Lars-Anders Wahlgren,Marc Rosset,46-26-764-63-97
Melbourne,1991.01.14,Round of 128,Jim Courier,Jan Gunnarsson,63-64-62
Melbourne,1991.01.14,Round of 128,Johan Anderson,Aki Rahunen,62-64-63
Melbourne,1991.01.14,Round of 128,Christian Bergstrom,Cedric Pioline,64-62-16-764
Melbourne,1991.01.14,Round of 128,Gilad Bloom,Diego Perez,75-62-63
Melbourne,1991.01.14,Round of 128,Darren Cahill,Jonathan Canter,61-64-63
Melbourne,1991.01.14,Round of 128,Omar Camporese,Markus Zoecke,36-62-765-64
Melbourne,1991.01.14,Round of 128,Cristiano Caratti,Broderick Dyke,62-36-64-63
Melbourne,1991.01.14,Round of 128,Pat Cash,Karel Novacek,62-64-61
Melbourne,1991.01.14,Round of 128,Francisco Clavet,Andrew Castle,677-62-61-62
Melbourne,1991.01.14,Round of 128,Grant Connell,Niclas Kroon,61-64-62
Melbourne,1991.01.14,Round of 128,Scott Davis,Alex Antonitsch,36-62-64-63
Melbourne,1991.01.14,Round of 128,Slava Dosedel,Javier Frana,75-26-63-63
Melbourne,1991.01.14,Round of 128,Jacco Eltingh,Robbie Weiss,36-62-63-75
Melbourne,1991.01.14,Round of 128,David Engel,Kelly Evernden,63-26-61-60
Melbourne,1991.01.14,Round of 128,Wayne Ferreira,Fernando Luna,61-63-62
Melbourne,1991.01.14,Round of 128,Jean-Philippe Fleurian,Renzo Furlan,61-60-60
Melbourne,1991.01.14,Round of 128,Richard Fromberg,Peter Doohan,64-765-75
Melbourne,1991.01.14,Round of 128,Magnus Gustafsson,Jamie Morgan,61-60-63
Melbourne,1991.01.14,Round of 128,Paul Haarhuis,Javier Sanchez,26-61-62-763
Melbourne,1991.01.14,Round of 128,Martin Jaite,Luis Herrera,63-61-36-674-64
Melbourne,1991.01.14,Round of 128,Anders Jarryd,Gary Muller,64-63-61
Melbourne,1991.01.14,Round of 128,Mark Koevermans,David Pate,64-62-36-26-60
Melbourne,1991.01.14,Round of 128,Petr Korda,Alexander Volkov,61-16-16-64-75
Melbourne,1991.01.14,Round of 128,Richard Krajicek,Fabrice Santoro,26-61-62-63
Melbourne,1991.01.14,Round of 128,Ramesh Krishnan,Eric Jelen,766-(RET)
Melbourne,1991.01.14,Round of 128,Patrik Kuhnen,Guillaume Raoux,75-64-764
Melbourne,1991.01.14,Round of 128,Glenn Layendecker,Udo Riglewski,63-63-46-677-62
Melbourne,1991.01.14,Round of 128,Peter Lundgren,Leonardo Lavalle,763-36-762-61
Melbourne,1991.01.14,Round of 128,Amos Mansdorf,Andrew Sznajder,60-63-63
Melbourne,1991.01.14,Round of 128,Nuno Marques,Joao Cunha-Silva,46-64-16-63-64
Melbourne,1991.01.14,Round of 128,Eduardo Masso,Brad Pearce,674-61-676-63-86
Melbourne,1991.01.14,Round of 128,Wally Masur,Sandon Stolle,61-62-62
Melbourne,1991.01.14,Round of 128,Luiz Mattar,Nicklas Kulti,64-75-673-63
Melbourne,1991.01.14,Round of 128,Patrick McEnroe,Thomas Hogstedt,46-46-63-61-63
Melbourne,1991.01.14,Round of 128,Alexander Mronz,John Fitzgerald,64-64-64
Melbourne,1991.01.14,Round of 128,Jaime Oncins,John Arbanas,63-63-75
Melbourne,1991.01.14,Round of 128,Goran Prpic,Jim Pugh,63-62-36-62
Melbourne,1991.01.14,Round of 128,Christian Saceanu,Jeff Tarango,26-63-62-36-75
Melbourne,1991.01.14,Round of 128,Michiel Schapers,Martin Sinner,63-62-26-62
Melbourne,1991.01.14,Round of 128,Bryan Shelton,Paolo Cane,763-46-63-64
Melbourne,1991.01.14,Round of 128,Jan Siemerink,Jose Francisco Altur,63-63-63
Melbourne,1991.01.14,Round of 128,Carl-Uwe Steeb,Claudio Pistolesi,62-62-63
Melbourne,1991.01.14,Round of 128,Michael Stich,MaliVai Washington,46-57-765-61-64
Melbourne,1991.01.14,Round of 128,Marian Vajda,Brian Garrow,26-64-75-63
Melbourne,1991.01.14,Round of 128,Christo Van Rensburg,Mark Kratzmann,63-61-75
Melbourne,1991.01.14,Round of 128,Mats Wilander,Heath Denman,765-63-64
Melbourne,1991.01.14,Round of 128,Todd Witsken,Kelly Jones,60-61-60
Melbourne,1991.01.14,Round of 128,Todd Woodbridge,Mark Kaplan,16-63-63-61
Melbourne,1991.01.14,Round of 128,Bart Wuyts,Lars Jonsson,57-57-64-763-97
Melbourne,1991.01.14,Round of 128,Jaime Yzaga,Daniel Vacek,64-64-62
Milan,1991.02.04,Finals,Alexander Volkov,Cristiano Caratti,61-75
Milan,1991.02.04,Semi-Finals,Alexander Volkov,Jakob Hlasek,64-63
Milan,1991.02.04,Semi-Finals,Cristiano Caratti,Carl-Uwe Steeb,766-675-63
Milan,1991.02.04,Quarter-Finals,Jakob Hlasek,Jan Gunnarsson,60-765
Milan,1991.02.04,Quarter-Finals,Carl-Uwe Steeb,Aaron Krickstein,63-764
Milan,1991.02.04,Quarter-Finals,Alexander Volkov,Pat Cash,64-64
Milan,1991.02.04,Quarter-Finals,Cristiano Caratti,Nicklas Kulti,63-61
Milan,1991.02.04,Round of 16,Cristiano Caratti,Ivan Lendl,64-16-763
Milan,1991.02.04,Round of 16,Jan Gunnarsson,Andrei Chesnokov,64-63
Milan,1991.02.04,Round of 16,Jakob Hlasek,Anders Jarryd,63-06-64
Milan,1991.02.04,Round of 16,Aaron Krickstein,Thierry Champion,40-(RET)
Milan,1991.02.04,Round of 16,Alexander Volkov,Eric Jelen,63-36-762
Milan,1991.02.04,Round of 16,Pat Cash,Goran Prpic,75-63
Milan,1991.02.04,Round of 16,Nicklas Kulti,Diego Nargiso,764-61
Milan,1991.02.04,Round of 16,Carl-Uwe Steeb,Karel Novacek,46-761-64
Milan,1991.02.04,Round of 32,Ivan Lendl,Magnus Larsson,75-46-75
Milan,1991.02.04,Round of 32,Goran Prpic,Goran Ivanisevic,63-36-64
Milan,1991.02.04,Round of 32,Andrei Chesnokov,Sebastian Soresini,63-63
Milan,1991.02.04,Round of 32,Carl-Uwe Steeb,Michael Chang,61-75
Milan,1991.02.04,Round of 32,Jakob Hlasek,Todd Witsken,762-62
Milan,1991.02.04,Round of 32,Aaron Krickstein,Amos Mansdorf,60-61
Milan,1991.02.04,Round of 32,Nicklas Kulti,Marc Rosset,63-64
Milan,1991.02.04,Round of 32,Alexander Volkov,Cedric Pioline,64-674-64
Milan,1991.02.04,Round of 32,Cristiano Caratti,Peter Lundgren,764-62
Milan,1991.02.04,Round of 32,Pat Cash,Andrei Cherkasov,75-46-764
Milan,1991.02.04,Round of 32,Thierry Champion,Mark Koevermans,64-763
Milan,1991.02.04,Round of 32,Jan Gunnarsson,Claudio Mezzadri,63-63
Milan,1991.02.04,Round of 32,Anders Jarryd,Roberto Raffa,60-61
Milan,1991.02.04,Round of 32,Eric Jelen,Christo Van Rensburg,64-62
Milan,1991.02.04,Round of 32,Diego Nargiso,Omar Camporese,75-64
Milan,1991.02.04,Round of 32,Karel Novacek,Ronald Agenor,64-62
San Francisco,1991.02.04,Finals,Darren Cahill,Brad Gilbert,62-36-64
San Francisco,1991.02.04,Semi-Finals,Brad Gilbert,Andre Agassi,61-62
San Francisco,1991.02.04,Semi-Finals,Darren Cahill,Wally Masur,46-64-75
San Francisco,1991.02.04,Quarter-Finals,Andre Agassi,Kevin Curren,62-64
San Francisco,1991.02.04,Quarter-Finals,Brad Gilbert,Dan Goldie,61-57-64
San Francisco,1991.02.04,Quarter-Finals,Darren Cahill,John McEnroe,76-36-63
San Francisco,1991.02.04,Quarter-Finals,Wally Masur,David Pate,61-46-76
San Francisco,1991.02.04,Round of 16,Andre Agassi,Udo Riglewski,36-64-63
San Francisco,1991.02.04,Round of 16,David Pate,Andres Gomez,16-64-62
San Francisco,1991.02.04,Round of 16,Brad Gilbert,Alexander Mronz,63-63
San Francisco,1991.02.04,Round of 16,John McEnroe,Mark Kratzmann,64-76
San Francisco,1991.02.04,Round of 16,Dan Goldie,Tim Mayotte,26-766-75
San Francisco,1991.02.04,Round of 16,Darren Cahill,Guillaume Raoux,57-64-63
San Francisco,1991.02.04,Round of 16,Wally Masur,Ramesh Krishnan,63-63
San Francisco,1991.02.04,Round of 16,Kevin Curren,Luis Herrera,46-766-62
San Francisco,1991.02.04,Round of 32,Andre Agassi,Jeff Tarango,765-63
San Francisco,1991.02.04,Round of 32,Andres Gomez,Brian Devening,46-64-64
San Francisco,1991.02.04,Round of 32,Brad Gilbert,Patrik Kuhnen,63-36-62
San Francisco,1991.02.04,Round of 32,John McEnroe,Andrew Sznajder,63-60
San Francisco,1991.02.04,Round of 32,Tim Mayotte,Tomas Carbonell,64-766
San Francisco,1991.02.04,Round of 32,Darren Cahill,Thomas Hogstedt,62-62
San Francisco,1991.02.04,Round of 32,Wally Masur,Brad Pearce,61-64
San Francisco,1991.02.04,Round of 32,Luis Herrera,Gary Muller,64-764
San Francisco,1991.02.04,Round of 32,Kevin Curren,Scott Davis,75-63
San Francisco,1991.02.04,Round of 32,Dan Goldie,Jim Grabb,64-57-63
San Francisco,1991.02.04,Round of 32,Mark Kratzmann,Veli Paloheimo,63-761
San Francisco,1991.02.04,Round of 32,Ramesh Krishnan,Aki Rahunen,764-761
San Francisco,1991.02.04,Round of 32,Alexander Mronz,Rick Leach,763-63
San Francisco,1991.02.04,Round of 32,David Pate,Paul Chamberlin,63-75
San Francisco,1991.02.04,Round of 32,Guillaume Raoux,Brian Garrow,61-61
San Francisco,1991.02.04,Round of 32,Udo Riglewski,Marcos Ondruska,61-63
Guaruja,1991.02.04,Finals,Patrick Baur,Fernando Roese,62-63
Guaruja,1991.02.04,Semi-Finals,Patrick Baur,Shuzo Matsuoka,57-63-763
Guaruja,1991.02.04,Semi-Finals,Fernando Roese,Martin Wostenholme,63-64
Guaruja,1991.02.04,Quarter-Finals,Patrick Baur,Diego Perez,63-763
Guaruja,1991.02.04,Quarter-Finals,Shuzo Matsuoka,Rodolphe Gilbert,64-62
Guaruja,1991.02.04,Quarter-Finals,Fernando Roese,Chris Garner,63-10
Guaruja,1991.02.04,Quarter-Finals,Martin Wostenholme,Henrik Holm,06-63-75
Guaruja,1991.02.04,Round of 16,Fernando Roese,Danilo Marcelino,62-765
Guaruja,1991.02.04,Round of 16,Henrik Holm,Jaime Oncins,46-62-63
Guaruja,1991.02.04,Round of 16,Chris Garner,Tarik Benhabiles,62-763
Guaruja,1991.02.04,Round of 16,Shuzo Matsuoka,Jacco Eltingh,64-62
Guaruja,1991.02.04,Round of 16,Patrick Baur,Gabriel Markus,46-766-62
Guaruja,1991.02.04,Round of 16,Rodolphe Gilbert,Pablo Arraya,63-36-64
Guaruja,1991.02.04,Round of 16,Diego Perez,Fernando Meligeni,60-63
Guaruja,1991.02.04,Round of 16,Martin Wostenholme,Pablo Albano,64-62
Guaruja,1991.02.04,Round of 32,Rodolphe Gilbert,Luiz Mattar,63-62
Guaruja,1991.02.04,Round of 32,Danilo Marcelino,Marcelo Filippini,63-64
Guaruja,1991.02.04,Round of 32,Pablo Albano,Horacio de la Pena,06-64-764
Guaruja,1991.02.04,Round of 32,Gabriel Markus,Renzo Furlan,63-64
Guaruja,1991.02.04,Round of 32,Jaime Oncins,Mauro Menezes,60-22
Guaruja,1991.02.04,Round of 32,Fernando Meligeni,Cassio Motta,62-64
Guaruja,1991.02.04,Round of 32,Tarik Benhabiles,Marcelo Saliola,64-61
Guaruja,1991.02.04,Round of 32,Jacco Eltingh,Jimmy Brown,64-61
Guaruja,1991.02.04,Round of 32,Pablo Arraya,Pedro Rebolledo,63-62
Guaruja,1991.02.04,Round of 32,Patrick Baur,Olivier Delaitre,63-46-62
Guaruja,1991.02.04,Round of 32,Chris Garner,Christer Allgardh,676-75-64
Guaruja,1991.02.04,Round of 32,Henrik Holm,Gianluca Pozzi,62-670-75
Guaruja,1991.02.04,Round of 32,Shuzo Matsuoka,Jose Francisco Altur,26-63-64
Guaruja,1991.02.04,Round of 32,Diego Perez,Thierry Tulasne,62-63
Guaruja,1991.02.04,Round of 32,Fernando Roese,Johan Carlsson,64-764
Guaruja,1991.02.04,Round of 32,Martin Wostenholme,Lawson Duncan,763-61
Philadelphia,1991.02.11,Finals,Ivan Lendl,Pete Sampras,57-64-64-36-63
Philadelphia,1991.02.11,Semi-Finals,Ivan Lendl,Brad Gilbert,64-36-64
Philadelphia,1991.02.11,Semi-Finals,Pete Sampras,John McEnroe,62-64
Philadelphia,1991.02.11,Quarter-Finals,Ivan Lendl,Michael Stich,62-767
Philadelphia,1991.02.11,Quarter-Finals,Pete Sampras,Petr Korda,64-60
Philadelphia,1991.02.11,Quarter-Finals,Brad Gilbert,Kevin Curren,46-63-60
Philadelphia,1991.02.11,Quarter-Finals,John McEnroe,Aki Rahunen,75-63
Philadelphia,1991.02.11,Round of 16,Ivan Lendl,Gary Muller,765-63
Philadelphia,1991.02.11,Round of 16,Pete Sampras,MaliVai Washington,63-767
Philadelphia,1991.02.11,Round of 16,Brad Gilbert,Paul Haarhuis,763-61
Philadelphia,1991.02.11,Round of 16,John McEnroe,Wally Masur,762-64
Philadelphia,1991.02.11,Round of 16,Michael Stich,Chuck Adams,64-64
Philadelphia,1991.02.11,Round of 16,Petr Korda,Wayne Ferreira,75-763
Philadelphia,1991.02.11,Round of 16,Kevin Curren,Darren Cahill,677-63-762
Philadelphia,1991.02.11,Round of 16,Aki Rahunen,Jim Grabb,673-61-63
Philadelphia,1991.02.11,Round of 32,Ivan Lendl,Guillaume Raoux,61-75
Philadelphia,1991.02.11,Round of 32,Pete Sampras,Milan Srejber,62-75
Philadelphia,1991.02.11,Round of 32,Brad Gilbert,Tomas Carbonell,63-63
Philadelphia,1991.02.11,Round of 32,John McEnroe,Alexander Mronz,61-62
Philadelphia,1991.02.11,Round of 32,Kevin Curren,Jay Berger,61-62
Philadelphia,1991.02.11,Round of 32,Jim Grabb,Jim Courier,62-64
Philadelphia,1991.02.11,Round of 32,Michael Stich,Cristiano Caratti,62-64
Philadelphia,1991.02.11,Round of 32,Wayne Ferreira,Tim Mayotte,64-62
Philadelphia,1991.02.11,Round of 32,Petr Korda,Jaime Yzaga,64-63
Philadelphia,1991.02.11,Round of 32,Darren Cahill,Thomas Hogstedt,64-62
Philadelphia,1991.02.11,Round of 32,Aki Rahunen,Mark Koevermans,61-62
